country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
United States,US,2022-02-06,TV,8,Ozark,Ozark: Season 1,3
United States,US,2022-02-06,TV,9,Ozark,Ozark: Season 3,3
United States,US,2022-02-06,TV,10,Sweet Magnolias,Sweet Magnolias: Season 1,1
United States,US,2022-01-30,Films,1,Home Team,,1
United States,US,2022-01-30,Films,2,The Royal Treatment,,2
United States,US,2022-01-30,Films,3,Munich – The Edge of War,,1
United States,US,2022-01-30,Films,4,Don't Look Up,,6
United States,US,2022-01-30,Films,5,Aileen Wuornos: American Boogeywoman,,1
United States,US,2022-01-30,Films,6,Annabelle: Creation,,2
United States,US,2022-01-30,Films,7,Just Go With It,,4
United States,US,2022-01-30,Films,8,My Father's Violin,,1
United States,US,2022-01-30,Films,9,Journey 2: The Mysterious Island,,4
United States,US,2022-01-30,Films,10,Amandla,,1
United States,US,2022-01-30,TV,1,Ozark,Ozark: Season 4,2
United States,US,2022-01-30,TV,2,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,1
United States,US,2022-01-30,TV,3,Ozark,Ozark: Season 1,2
United States,US,2022-01-30,TV,4,All of Us Are Dead,All of Us Are Dead: Season 1,1
United States,US,2022-01-30,TV,5,Archive 81,Archive 81: Season 1,3
United States,US,2022-01-30,TV,6,Ozark,Ozark: Season 3,2
United States,US,2022-01-30,TV,7,Ozark,Ozark: Season 2,2
United States,US,2022-01-30,TV,8,Too Hot to Handle,Too Hot to Handle: Season 3,2
United States,US,2022-01-30,TV,9,In From the Cold,In From the Cold: Season 1,1
United States,US,2022-01-30,TV,10,Cheer,Cheer: Season 2,3
United States,US,2022-01-23,Films,1,The Royal Treatment,,1
United States,US,2022-01-23,Films,2,Brazen,,2
United States,US,2022-01-23,Films,3,After We Fell,,1
United States,US,2022-01-23,Films,4,Don't Look Up,,5
United States,US,2022-01-23,Films,5,Annabelle: Creation,,1
United States,US,2022-01-23,Films,6,Under Suspicion,,1
United States,US,2022-01-23,Films,7,Riverdance: The Animated Adventure,,1
United States,US,2022-01-23,Films,8,Just Go With It,,3
United States,US,2022-01-23,Films,9,Charlie and the Chocolate Factory,,3
United States,US,2022-01-23,Films,10,The God Committee,,1
United States,US,2022-01-23,TV,1,Ozark,Ozark: Season 4,1
United States,US,2022-01-23,TV,2,Archive 81,Archive 81: Season 1,2
United States,US,2022-01-23,TV,3,Cheer,Cheer: Season 2,2
United States,US,2022-01-23,TV,4,Too Hot to Handle,Too Hot to Handle: Season 3,1
United States,US,2022-01-23,TV,5,Ozark,Ozark: Season 1,1
United States,US,2022-01-23,TV,6,Ozark,Ozark: Season 3,1
United States,US,2022-01-23,TV,7,Cobra Kai,Cobra Kai: Season 4,4
United States,US,2022-01-23,TV,8,Stay Close,Stay Close: Limited Series,4
United States,US,2022-01-23,TV,9,The Witcher,The Witcher: Season 2,6
United States,US,2022-01-23,TV,10,Ozark,Ozark: Season 2,1
United States,US,2022-01-16,Films,1,Brazen,,1
United States,US,2022-01-16,Films,2,Don't Look Up,,4
United States,US,2022-01-16,Films,3,Tides,,1
United States,US,2022-01-16,Films,4,Just Go With It,,2
United States,US,2022-01-16,Films,5,The Longest Yard,,2
United States,US,2022-01-16,Films,6,Charlie and the Chocolate Factory,,2
United States,US,2022-01-16,Films,7,The Town,,2
United States,US,2022-01-16,Films,8,Journey 2: The Mysterious Island,,3
United States,US,2022-01-16,Films,9,First Sunday,,2
United States,US,2022-01-16,Films,10,300,,1
United States,US,2022-01-16,TV,1,Cheer,Cheer: Season 2,1
United States,US,2022-01-16,TV,2,Cobra Kai,Cobra Kai: Season 4,3
United States,US,2022-01-16,TV,3,Stay Close,Stay Close: Limited Series,3
United States,US,2022-01-16,TV,4,The Witcher,The Witcher: Season 2,5
United States,US,2022-01-16,TV,5,Archive 81,Archive 81: Season 1,1
United States,US,2022-01-16,TV,6,Emily in Paris,Emily in Paris: Season 2,4
United States,US,2022-01-16,TV,7,CoComelon,CoComelon: Season 4,10
United States,US,2022-01-16,TV,8,Hype House,Hype House: Season 1,1
United States,US,2022-01-16,TV,9,Queer Eye,Queer Eye: Season 6,3
United States,US,2022-01-16,TV,10,The Witcher,The Witcher: Season 1,5
United States,US,2022-01-09,Films,1,Don't Look Up,,3
United States,US,2022-01-09,Films,2,Journey 2: The Mysterious Island,,2
United States,US,2022-01-09,Films,3,The Longest Yard,,1
United States,US,2022-01-09,Films,4,Just Go With It,,1
United States,US,2022-01-09,Films,5,The Town,,1
United States,US,2022-01-09,Films,6,The Lost Daughter,,2
United States,US,2022-01-09,Films,7,Charlie and the Chocolate Factory,,1
United States,US,2022-01-09,Films,8,Dark Shadows,,1
United States,US,2022-01-09,Films,9,Rise of the Guardians,,1
United States,US,2022-01-09,Films,10,First Sunday,,1
United States,US,2022-01-09,TV,1,Cobra Kai,Cobra Kai: Season 4,2
United States,US,2022-01-09,TV,2,Stay Close,Stay Close: Limited Series,2
United States,US,2022-01-09,TV,3,The Witcher,The Witcher: Season 2,4
United States,US,2022-01-09,TV,4,Queer Eye,Queer Eye: Season 6,2
United States,US,2022-01-09,TV,5,Emily in Paris,Emily in Paris: Season 2,3
United States,US,2022-01-09,TV,6,The Witcher,The Witcher: Season 1,4
United States,US,2022-01-09,TV,7,Cobra Kai,Cobra Kai: Season 1,1
United States,US,2022-01-09,TV,8,Cobra Kai,Cobra Kai: Season 3,1
United States,US,2022-01-09,TV,9,CoComelon,CoComelon: Season 4,9
United States,US,2022-01-09,TV,10,Cobra Kai,Cobra Kai: Season 2,1
United States,US,2022-01-02,Films,1,Don't Look Up,,2
United States,US,2022-01-02,Films,2,The Lost Daughter,,1
United States,US,2022-01-02,Films,3,The Unforgivable,,4
United States,US,2022-01-02,Films,4,Back to the Outback,,4
United States,US,2022-01-02,Films,5,Journey 2: The Mysterious Island,,1
United States,US,2022-01-02,Films,6,Death to 2021,,1
United States,US,2022-01-02,Films,7,Red Notice,,8
United States,US,2022-01-02,Films,8,Vicky and Her Mystery,,1
United States,US,2022-01-02,Films,9,The Shack,,4
United States,US,2022-01-02,Films,10,Oldboy,,2
United States,US,2022-01-02,TV,1,Cobra Kai,Cobra Kai: Season 4,1
United States,US,2022-01-02,TV,2,The Witcher,The Witcher: Season 2,3
United States,US,2022-01-02,TV,3,Emily in Paris,Emily in Paris: Season 2,2
United States,US,2022-01-02,TV,4,The Witcher,The Witcher: Season 1,3
United States,US,2022-01-02,TV,5,The Silent Sea,The Silent Sea: Season 1,1
United States,US,2022-01-02,TV,6,Queer Eye,Queer Eye: Season 6,1
United States,US,2022-01-02,TV,7,Stay Close,Stay Close: Limited Series,1
United States,US,2022-01-02,TV,8,Crime Scene: The Times Square Killer,Crime Scene: The Times Square Killer: Limited Series,1
United States,US,2022-01-02,TV,9,Emily in Paris,Emily in Paris: Season 1,2
United States,US,2022-01-02,TV,10,The Queen of Flow,The Queen of Flow: Season 2,7
United States,US,2021-12-26,Films,1,Don't Look Up,,1
United States,US,2021-12-26,Films,2,The Unforgivable,,3
United States,US,2021-12-26,Films,3,Back to the Outback,,3
United States,US,2021-12-26,Films,4,The Christmas Chronicles,,3
United States,US,2021-12-26,Films,5,The Christmas Chronicles: Part Two,,2
United States,US,2021-12-26,Films,6,A Boy Called Christmas,,4
United States,US,2021-12-26,Films,7,A California Christmas: City Lights,,2
United States,US,2021-12-26,Films,8,Red Notice,,7
United States,US,2021-12-26,Films,9,The Shack,,3
United States,US,2021-12-26,Films,10,Oldboy,,1
United States,US,2021-12-26,TV,1,The Witcher,The Witcher: Season 2,2
United States,US,2021-12-26,TV,2,Emily in Paris,Emily in Paris: Season 2,1
United States,US,2021-12-26,TV,3,The Witcher,The Witcher: Season 1,2
United States,US,2021-12-26,TV,4,The Queen of Flow,The Queen of Flow: Season 2,6
United States,US,2021-12-26,TV,5,CoComelon,CoComelon: Season 4,8
United States,US,2021-12-26,TV,6,Selling Tampa,Selling Tampa: Season 1,2
United States,US,2021-12-26,TV,7,Emily in Paris,Emily in Paris: Season 1,1
United States,US,2021-12-26,TV,8,CoComelon,CoComelon: Season 1,12
United States,US,2021-12-26,TV,9,CoComelon,CoComelon: Season 3,16
United States,US,2021-12-26,TV,10,Lost in Space,Lost in Space: Season 3,4
United States,US,2021-12-19,Films,1,The Unforgivable,,2
United States,US,2021-12-19,Films,2,The Shack,,2
United States,US,2021-12-19,Films,3,Back to the Outback,,2
United States,US,2021-12-19,Films,4,A California Christmas: City Lights,,1
United States,US,2021-12-19,Films,5,Law Abiding Citizen,,2
United States,US,2021-12-19,Films,6,Peter Rabbit 2,,2
United States,US,2021-12-19,Films,7,Red Notice,,6
United States,US,2021-12-19,Films,8,Dr. Seuss' The Cat in the Hat,,2
United States,US,2021-12-19,Films,9,The Christmas Chronicles,,2
United States,US,2021-12-19,Films,10,The Christmas Chronicles: Part Two,,1
United States,US,2021-12-19,TV,1,The Witcher,The Witcher: Season 2,1
United States,US,2021-12-19,TV,2,The Witcher,The Witcher: Season 1,1
United States,US,2021-12-19,TV,3,The Queen of Flow,The Queen of Flow: Season 2,5
United States,US,2021-12-19,TV,4,Selling Tampa,Selling Tampa: Season 1,1
United States,US,2021-12-19,TV,5,Lost in Space,Lost in Space: Season 3,3
United States,US,2021-12-19,TV,6,CoComelon,CoComelon: Season 4,7
United States,US,2021-12-19,TV,7,Twentysomethings: Austin,Twentysomethings: Austin: Season 1,1
United States,US,2021-12-19,TV,8,Money Heist,Money Heist: Part 5,5
United States,US,2021-12-19,TV,9,CoComelon,CoComelon: Season 1,11
United States,US,2021-12-19,TV,10,CoComelon,CoComelon: Season 3,15
United States,US,2021-12-12,Films,1,The Unforgivable,,1
United States,US,2021-12-12,Films,2,Law Abiding Citizen,,1
United States,US,2021-12-12,Films,3,The Shack,,1
United States,US,2021-12-12,Films,4,Red Notice,,5
United States,US,2021-12-12,Films,5,Peter Rabbit 2,,1
United States,US,2021-12-12,Films,6,The Power of the Dog,,2
United States,US,2021-12-12,Films,7,Back to the Outback,,1
United States,US,2021-12-12,Films,8,Single All The Way,,2
United States,US,2021-12-12,Films,9,A Boy Called Christmas,,3
United States,US,2021-12-12,Films,10,Dr. Seuss' The Cat in the Hat,,1
United States,US,2021-12-12,TV,1,Money Heist,Money Heist: Part 5,4
United States,US,2021-12-12,TV,2,Lost in Space,Lost in Space: Season 3,2
United States,US,2021-12-12,TV,3,The Queen of Flow,The Queen of Flow: Season 2,4
United States,US,2021-12-12,TV,4,Lost in Space,Lost in Space: Season 1,2
United States,US,2021-12-12,TV,5,True Story,True Story: Limited Series,3
United States,US,2021-12-12,TV,6,CoComelon,CoComelon: Season 4,6
United States,US,2021-12-12,TV,7,CoComelon,CoComelon: Season 1,10
United States,US,2021-12-12,TV,8,CoComelon,CoComelon: Season 3,14
United States,US,2021-12-12,TV,9,Selling Sunset,Selling Sunset: Season 4,3
United States,US,2021-12-12,TV,10,Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous: Season 4,1
United States,US,2021-12-05,Films,1,The Power of the Dog,,1
United States,US,2021-12-05,Films,2,Bruised,,2
United States,US,2021-12-05,Films,3,A Castle For Christmas,,2
United States,US,2021-12-05,Films,4,Red Notice,,4
United States,US,2021-12-05,Films,5,Life,,1
United States,US,2021-12-05,Films,6,A Boy Called Christmas,,2
United States,US,2021-12-05,Films,7,Single All The Way,,1
United States,US,2021-12-05,Films,8,Fool's Gold,,1
United States,US,2021-12-05,Films,9,14 Peaks: Nothing Is Impossible,,1
United States,US,2021-12-05,Films,10,Looper,,1
United States,US,2021-12-05,TV,1,True Story,True Story: Limited Series,2
United States,US,2021-12-05,TV,2,Lost in Space,Lost in Space: Season 3,1
United States,US,2021-12-05,TV,3,The Queen of Flow,The Queen of Flow: Season 2,3
United States,US,2021-12-05,TV,4,Money Heist,Money Heist: Part 5,3
United States,US,2021-12-05,TV,5,Selling Sunset,Selling Sunset: Season 4,2
United States,US,2021-12-05,TV,6,School of Chocolate,School of Chocolate: Season 1,1
United States,US,2021-12-05,TV,7,CoComelon,CoComelon: Season 4,5
United States,US,2021-12-05,TV,8,Lost in Space,Lost in Space: Season 1,1
United States,US,2021-12-05,TV,9,Cowboy Bebop,Cowboy Bebop: Season 1,3
United States,US,2021-12-05,TV,10,Maid,Maid: Limited Series,10
United States,US,2021-11-28,Films,1,Bruised,,1
United States,US,2021-11-28,Films,2,Red Notice,,3
United States,US,2021-11-28,Films,3,A Boy Called Christmas,,1
United States,US,2021-11-28,Films,4,A Castle For Christmas,,1
United States,US,2021-11-28,Films,5,Here Comes the Boom,,1
United States,US,2021-11-28,Films,6,Extinct,,2
United States,US,2021-11-28,Films,7,The Harder They Fall,,4
United States,US,2021-11-28,Films,8,The Princess Switch 3: Romancing the Star,,2
United States,US,2021-11-28,Films,9,Love Hard,,4
United States,US,2021-11-28,Films,10,The Christmas Chronicles,,1
United States,US,2021-11-28,TV,1,True Story,True Story: Limited Series,1
United States,US,2021-11-28,TV,2,Cowboy Bebop,Cowboy Bebop: Season 1,2
United States,US,2021-11-28,TV,3,The Queen of Flow,The Queen of Flow: Season 2,2
United States,US,2021-11-28,TV,4,Selling Sunset,Selling Sunset: Season 4,1
United States,US,2021-11-28,TV,5,Tiger King,Tiger King 2,2
United States,US,2021-11-28,TV,6,Hellbound,Hellbound: Season 1,2
United States,US,2021-11-28,TV,7,Squid Game,Squid Game: Season 1,11
United States,US,2021-11-28,TV,8,CoComelon,CoComelon: Season 4,4
United States,US,2021-11-28,TV,9,Maid,Maid: Limited Series,9
United States,US,2021-11-28,TV,10,Narcos: Mexico,Narcos: Mexico: Season 3,4
United States,US,2021-11-21,Films,1,Red Notice,,2
United States,US,2021-11-21,Films,2,Love Hard,,3
United States,US,2021-11-21,Films,3,The Harder They Fall,,3
United States,US,2021-11-21,Films,4,The Princess Switch 3: Romancing the Star,,1
United States,US,2021-11-21,Films,5,American Reunion,,1
United States,US,2021-11-21,Films,6,Snowbound for Christmas,,1
United States,US,2021-11-21,Films,7,The Holiday,,6
United States,US,2021-11-21,Films,8,21 Jump Street,,3
United States,US,2021-11-21,Films,9,Mariah Carey's All I Want for Christmas Is You,,1
United States,US,2021-11-21,Films,10,Extinct,,1
United States,US,2021-11-21,TV,1,Tiger King,Tiger King 2,1
United States,US,2021-11-21,TV,2,Cowboy Bebop,Cowboy Bebop: Season 1,1
United States,US,2021-11-21,TV,3,Narcos: Mexico,Narcos: Mexico: Season 3,3
United States,US,2021-11-21,TV,4,You,You: Season 3,6
United States,US,2021-11-21,TV,5,The Queen of Flow,The Queen of Flow: Season 2,1
United States,US,2021-11-21,TV,6,Maid,Maid: Limited Series,8
United States,US,2021-11-21,TV,7,Squid Game,Squid Game: Season 1,10
United States,US,2021-11-21,TV,8,CoComelon,CoComelon: Season 4,3
United States,US,2021-11-21,TV,9,Hellbound,Hellbound: Season 1,1
United States,US,2021-11-21,TV,10,Arcane,Arcane: Season 1,2
United States,US,2021-11-14,Films,1,Red Notice,,1
United States,US,2021-11-14,Films,2,Love Hard,,2
United States,US,2021-11-14,Films,3,The Harder They Fall,,2
United States,US,2021-11-14,Films,4,21 Jump Street,,2
United States,US,2021-11-14,Films,5,Passing,,1
United States,US,2021-11-14,Films,6,Father Christmas Is Back,,1
United States,US,2021-11-14,Films,7,Army of Thieves,,3
United States,US,2021-11-14,Films,8,Seized,,1
United States,US,2021-11-14,Films,9,American Gangster,,2
United States,US,2021-11-14,Films,10,The Holiday,,5
United States,US,2021-11-14,TV,1,Narcos: Mexico,Narcos: Mexico: Season 3,2
United States,US,2021-11-14,TV,2,Big Mouth,Big Mouth: Season 5,2
United States,US,2021-11-14,TV,3,You,You: Season 3,5
United States,US,2021-11-14,TV,4,Squid Game,Squid Game: Season 1,9
United States,US,2021-11-14,TV,5,Maid,Maid: Limited Series,7
United States,US,2021-11-14,TV,6,The Thundermans,The Thundermans: Season 1,2
United States,US,2021-11-14,TV,7,CoComelon,CoComelon: Season 4,2
United States,US,2021-11-14,TV,8,The Thundermans,The Thundermans: Season 2,1
United States,US,2021-11-14,TV,9,60 Days In,60 Days In: Season 6,1
United States,US,2021-11-14,TV,10,Arcane,Arcane: Season 1,1
United States,US,2021-11-07,Films,1,The Harder They Fall,,1
United States,US,2021-11-07,Films,2,Army of Thieves,,2
United States,US,2021-11-07,Films,3,21 Jump Street,,1
United States,US,2021-11-07,Films,4,Love Hard,,1
United States,US,2021-11-07,Films,5,American Gangster,,1
United States,US,2021-11-07,Films,6,Replicas,,1
United States,US,2021-11-07,Films,7,King Arthur: Legend of the Sword,,2
United States,US,2021-11-07,Films,8,The General's Daughter,,1
United States,US,2021-11-07,Films,9,Army of the Dead,,1
United States,US,2021-11-07,Films,10,Hypnotic,,2
United States,US,2021-11-07,TV,1,You,You: Season 3,4
United States,US,2021-11-07,TV,2,Squid Game,Squid Game: Season 1,8
United States,US,2021-11-07,TV,3,Maid,Maid: Limited Series,6
United States,US,2021-11-07,TV,4,Narcos: Mexico,Narcos: Mexico: Season 3,1
United States,US,2021-11-07,TV,5,Big Mouth,Big Mouth: Season 5,1
United States,US,2021-11-07,TV,6,Colin in Black & White,Colin in Black & White: Limited Series,1
United States,US,2021-11-07,TV,7,Locke & Key,Locke & Key: Season 2,3
United States,US,2021-11-07,TV,8,CoComelon,CoComelon: Season 4,1
United States,US,2021-11-07,TV,9,Riverdale,Riverdale: Season 5,3
United States,US,2021-11-07,TV,10,The Thundermans,The Thundermans: Season 1,1
United States,US,2021-10-31,Films,1,Army of Thieves,,1
United States,US,2021-10-31,Films,2,King Arthur: Legend of the Sword,,1
United States,US,2021-10-31,Films,3,Hypnotic,,1
United States,US,2021-10-31,Films,4,Night Teeth,,2
United States,US,2021-10-31,Films,5,Titanic,,4
United States,US,2021-10-31,Films,6,Going in Style,,3
United States,US,2021-10-31,Films,7,Hubie Halloween,,1
United States,US,2021-10-31,Films,8,The Forgotten Battle,,3
United States,US,2021-10-31,Films,9,The Holiday,,4
United States,US,2021-10-31,Films,10,Home,,5
United States,US,2021-10-31,TV,1,You,You: Season 3,3
United States,US,2021-10-31,TV,2,Squid Game,Squid Game: Season 1,7
United States,US,2021-10-31,TV,3,Maid,Maid: Limited Series,5
United States,US,2021-10-31,TV,4,Locke & Key,Locke & Key: Season 2,2
United States,US,2021-10-31,TV,5,Riverdale,Riverdale: Season 5,2
United States,US,2021-10-31,TV,6,Maya and the Three,Maya and the Three: Limited Series,1
United States,US,2021-10-31,TV,7,Shameless (U.S.),Shameless (U.S.): Season 11,3
United States,US,2021-10-31,TV,8,You,You: Season 1,3
United States,US,2021-10-31,TV,9,You,You: Season 2,2
United States,US,2021-10-31,TV,10,Inside Job,Inside Job: Part 1,1
United States,US,2021-10-24,Films,1,Night Teeth,,1
United States,US,2021-10-24,Films,2,The Forgotten Battle,,2
United States,US,2021-10-24,Films,3,Going in Style,,2
United States,US,2021-10-24,Films,4,Titanic,,3
United States,US,2021-10-24,Films,5,Apocalypse Now Redux,,1
United States,US,2021-10-24,Films,6,The Trip,,1
United States,US,2021-10-24,Films,7,My Little Pony: A New Generation,,5
United States,US,2021-10-24,Films,8,Reprisal,,1
United States,US,2021-10-24,Films,9,Scary Movie 4,,1
United States,US,2021-10-24,Films,10,The Holiday,,3
United States,US,2021-10-24,TV,1,You,You: Season 3,2
United States,US,2021-10-24,TV,2,Squid Game,Squid Game: Season 1,6
United States,US,2021-10-24,TV,3,Maid,Maid: Limited Series,4
United States,US,2021-10-24,TV,4,Shameless (U.S.),Shameless (U.S.): Season 11,2
United States,US,2021-10-24,TV,5,You,You: Season 1,2
United States,US,2021-10-24,TV,6,Riverdale,Riverdale: Season 5,1
United States,US,2021-10-24,TV,7,You,You: Season 2,1
United States,US,2021-10-24,TV,8,In the Dark,In the Dark: Season 3,1
United States,US,2021-10-24,TV,9,Locke & Key,Locke & Key: Season 2,1
United States,US,2021-10-24,TV,10,My Name,My Name: Season 1,1
United States,US,2021-10-17,Films,1,Going in Style,,1
United States,US,2021-10-17,Films,2,Titanic,,2
United States,US,2021-10-17,Films,3,The Forgotten Battle,,1
United States,US,2021-10-17,Films,4,The Guilty,,3
United States,US,2021-10-17,Films,5,Something Borrowed,,2
United States,US,2021-10-17,Films,6,My Little Pony: A New Generation,,4
United States,US,2021-10-17,Films,7,The Karate Kid,,2
United States,US,2021-10-17,Films,8,Jumanji,,1
United States,US,2021-10-17,Films,9,The Holiday,,2
United States,US,2021-10-17,Films,10,Gladiator,,2
United States,US,2021-10-17,TV,1,Squid Game,Squid Game: Season 1,5
United States,US,2021-10-17,TV,2,You,You: Season 3,1
United States,US,2021-10-17,TV,3,Maid,Maid: Limited Series,3
United States,US,2021-10-17,TV,4,Shameless (U.S.),Shameless (U.S.): Season 11,1
United States,US,2021-10-17,TV,5,The Blacklist,The Blacklist: Season 8,2
United States,US,2021-10-17,TV,6,The Five Juanas,The Five Juanas: Season 1,2
United States,US,2021-10-17,TV,7,On My Block,On My Block: Season 4,2
United States,US,2021-10-17,TV,8,Midnight Mass,Midnight Mass: Limited Series,4
United States,US,2021-10-17,TV,9,Dave Chappelle: The Closer,,2
United States,US,2021-10-17,TV,10,You,You: Season 1,1
United States,US,2021-10-10,Films,1,The Guilty,,2
United States,US,2021-10-10,Films,2,Titanic,,1
United States,US,2021-10-10,Films,3,There's Someone Inside Your House,,1
United States,US,2021-10-10,Films,4,The DUFF,,2
United States,US,2021-10-10,Films,5,My Little Pony: A New Generation,,3
United States,US,2021-10-10,Films,6,Gladiator,,1
United States,US,2021-10-10,Films,7,Step Brothers,,1
United States,US,2021-10-10,Films,8,Something Borrowed,,1
United States,US,2021-10-10,Films,9,The Karate Kid,,1
United States,US,2021-10-10,Films,10,The Holiday,,1
United States,US,2021-10-10,TV,1,Squid Game,Squid Game: Season 1,4
United States,US,2021-10-10,TV,2,Maid,Maid: Limited Series,2
United States,US,2021-10-10,TV,3,On My Block,On My Block: Season 4,1
United States,US,2021-10-10,TV,4,Midnight Mass,Midnight Mass: Limited Series,3
United States,US,2021-10-10,TV,5,Dave Chappelle: The Closer,,1
United States,US,2021-10-10,TV,6,The Blacklist,The Blacklist: Season 8,1
United States,US,2021-10-10,TV,7,The Five Juanas,The Five Juanas: Season 1,1
United States,US,2021-10-10,TV,8,CoComelon,CoComelon: Season 3,13
United States,US,2021-10-10,TV,9,CoComelon,CoComelon: Season 1,9
United States,US,2021-10-10,TV,10,CoComelon,CoComelon: Season 2,8
United States,US,2021-10-03,Films,1,The Guilty,,1
United States,US,2021-10-03,Films,2,My Little Pony: A New Generation,,2
United States,US,2021-10-03,Films,3,The Starling,,2
United States,US,2021-10-03,Films,4,Britney Vs Spears,,1
United States,US,2021-10-03,Films,5,Grown Ups,,2
United States,US,2021-10-03,Films,6,No One Gets Out Alive,,1
United States,US,2021-10-03,Films,7,Intrusion,,2
United States,US,2021-10-03,Films,8,The DUFF,,1
United States,US,2021-10-03,Films,9,Vivo,,9
United States,US,2021-10-03,Films,10,Till Death,,1
United States,US,2021-10-03,TV,1,Squid Game,Squid Game: Season 1,3
United States,US,2021-10-03,TV,2,Midnight Mass,Midnight Mass: Limited Series,2
United States,US,2021-10-03,TV,3,Maid,Maid: Limited Series,1
United States,US,2021-10-03,TV,4,Sex Education,Sex Education: Season 3,3
United States,US,2021-10-03,TV,5,CoComelon,CoComelon: Season 3,12
United States,US,2021-10-03,TV,6,CoComelon,CoComelon: Season 1,8
United States,US,2021-10-03,TV,7,The Circle,The Circle: Season 3,4
United States,US,2021-10-03,TV,8,Clickbait,Clickbait: Limited Series,6
United States,US,2021-10-03,TV,9,CoComelon,CoComelon: Season 2,7
United States,US,2021-10-03,TV,10,Lucifer,Lucifer: Season 6,4
United States,US,2021-09-26,Films,1,Intrusion,,1
United States,US,2021-09-26,Films,2,Grown Ups,,1
United States,US,2021-09-26,Films,3,The Starling,,1
United States,US,2021-09-26,Films,4,Safe House,,2
United States,US,2021-09-26,Films,5,My Little Pony: A New Generation,,1
United States,US,2021-09-26,Films,6,The Father Who Moves Mountains,,2
United States,US,2021-09-26,Films,7,Kate,,3
United States,US,2021-09-26,Films,8,Vivo,,8
United States,US,2021-09-26,Films,9,Jaws,,1
United States,US,2021-09-26,Films,10,An Unfinished Life,,3
United States,US,2021-09-26,TV,1,Squid Game,Squid Game: Season 1,2
United States,US,2021-09-26,TV,2,Sex Education,Sex Education: Season 3,2
United States,US,2021-09-26,TV,3,Midnight Mass,Midnight Mass: Limited Series,1
United States,US,2021-09-26,TV,4,Clickbait,Clickbait: Limited Series,5
United States,US,2021-09-26,TV,5,Lucifer,Lucifer: Season 6,3
United States,US,2021-09-26,TV,6,The Circle,The Circle: Season 3,3
United States,US,2021-09-26,TV,7,Monsters Inside: The 24 Faces of Billy Milligan,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,1
United States,US,2021-09-26,TV,8,CoComelon,CoComelon: Season 3,11
United States,US,2021-09-26,TV,9,CoComelon,CoComelon: Season 1,7
United States,US,2021-09-26,TV,10,CoComelon,CoComelon: Season 2,6
United States,US,2021-09-19,Films,1,Kate,,2
United States,US,2021-09-19,Films,2,Safe House,,1
United States,US,2021-09-19,Films,3,An Unfinished Life,,2
United States,US,2021-09-19,Films,4,Prey,,1
United States,US,2021-09-19,Films,5,Nightbooks,,1
United States,US,2021-09-19,Films,6,Firedrake the Silver Dragon,,1
United States,US,2021-09-19,Films,7,Vivo,,7
United States,US,2021-09-19,Films,8,School of Rock,,2
United States,US,2021-09-19,Films,9,The Father Who Moves Mountains,,1
United States,US,2021-09-19,Films,10,Wind River,,3
United States,US,2021-09-19,TV,1,Lucifer,Lucifer: Season 6,2
United States,US,2021-09-19,TV,2,Clickbait,Clickbait: Limited Series,4
United States,US,2021-09-19,TV,3,Sex Education,Sex Education: Season 3,1
United States,US,2021-09-19,TV,4,The Circle,The Circle: Season 3,2
United States,US,2021-09-19,TV,5,Squid Game,Squid Game: Season 1,1
United States,US,2021-09-19,TV,6,CoComelon,CoComelon: Season 3,10
United States,US,2021-09-19,TV,7,Manifest,Manifest: Season 3,4
United States,US,2021-09-19,TV,8,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,3
United States,US,2021-09-19,TV,9,CoComelon,CoComelon: Season 1,6
United States,US,2021-09-19,TV,10,CoComelon,CoComelon: Season 2,5
United States,US,2021-09-12,Films,1,Kate,,1
United States,US,2021-09-12,Films,2,Worth,,1
United States,US,2021-09-12,Films,3,Afterlife of the Party,,2
United States,US,2021-09-12,Films,4,Welcome Home Roscoe Jenkins,,2
United States,US,2021-09-12,Films,5,An Unfinished Life,,1
United States,US,2021-09-12,Films,6,School of Rock,,1
United States,US,2021-09-12,Films,7,Wind River,,2
United States,US,2021-09-12,Films,8,Green Lantern,,2
United States,US,2021-09-12,Films,9,Vivo,,6
United States,US,2021-09-12,Films,10,Freedom Writers,,1
United States,US,2021-09-12,TV,1,Clickbait,Clickbait: Limited Series,3
United States,US,2021-09-12,TV,2,Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,2
United States,US,2021-09-12,TV,3,Lucifer,Lucifer: Season 6,1
United States,US,2021-09-12,TV,4,Money Heist,Money Heist: Part 5,2
United States,US,2021-09-12,TV,5,Manifest,Manifest: Season 3,3
United States,US,2021-09-12,TV,6,CoComelon,CoComelon: Season 3,9
United States,US,2021-09-12,TV,7,Money Heist,Money Heist: Part 1,1
United States,US,2021-09-12,TV,8,Manifest,Manifest: Season 1,9
United States,US,2021-09-12,TV,9,The Circle,The Circle: Season 3,1
United States,US,2021-09-12,TV,10,CoComelon,CoComelon: Season 1,5
United States,US,2021-09-05,Films,1,He's All That,,2
