country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
United States,US,2023-06-11,Films,1,The Boss Baby,,3
United States,US,2023-06-11,Films,2,We're the Millers,,2
United States,US,2023-06-11,Films,3,The Angry Birds Movie,,1
United States,US,2023-06-11,Films,4,The Choice,,2
United States,US,2023-06-11,Films,5,Zookeeper,,1
United States,US,2023-06-11,Films,6,Mean Girls,,4
United States,US,2023-06-11,Films,7,Forever My Girl,,1
United States,US,2023-06-11,Films,8,Funny People,,1
United States,US,2023-06-11,Films,9,The Kingdom,,1
United States,US,2023-06-11,Films,10,To Leslie,,2
United States,US,2023-06-11,TV,1,Never Have I Ever,4,1
United States,US,2023-06-11,TV,2,Manifest,4,6
United States,US,2023-06-11,TV,3,FUBAR,1,3
United States,US,2023-06-11,TV,4,All American,5,3
United States,US,2023-06-11,TV,5,S.W.A.T.,1,4
United States,US,2023-06-11,TV,6,Fake Profile,1,2
United States,US,2023-06-11,TV,7,The Ultimatum: Queer Love,1,2
United States,US,2023-06-11,TV,8,Arnold,Limited,1
United States,US,2023-06-11,TV,9,S.W.A.T.,2,3
United States,US,2023-06-11,TV,10,S.W.A.T.,3,1
United States,US,2023-06-04,Films,1,The Boss Baby,,2
United States,US,2023-06-04,Films,2,Missing,,3
United States,US,2023-06-04,Films,3,We're the Millers,,1
United States,US,2023-06-04,Films,4,To Leslie,,1
United States,US,2023-06-04,Films,5,Dirty Grandpa,,2
United States,US,2023-06-04,Films,6,The Mother,,4
United States,US,2023-06-04,Films,7,The Choice,,1
United States,US,2023-06-04,Films,8,A Man Called Otto,,5
United States,US,2023-06-04,Films,9,The Son,,2
United States,US,2023-06-04,Films,10,Blood & Gold,,1
United States,US,2023-06-04,TV,1,FUBAR,1,2
United States,US,2023-06-04,TV,2,All American,5,2
United States,US,2023-06-04,TV,3,S.W.A.T.,1,3
United States,US,2023-06-04,TV,4,Fake Profile,1,1
United States,US,2023-06-04,TV,5,Manifest,4,5
United States,US,2023-06-04,TV,6,S.W.A.T.,2,2
United States,US,2023-06-04,TV,7,La Reina del Sur,3,3
United States,US,2023-06-04,TV,8,Queen Charlotte: A Bridgerton Story,Limited,5
United States,US,2023-06-04,TV,9,The Ultimatum: Queer Love,1,1
United States,US,2023-06-04,TV,10,Barbecue Showdown,2,1
United States,US,2023-05-28,Films,1,Missing,,2
United States,US,2023-05-28,Films,2,The Mother,,3
United States,US,2023-05-28,Films,3,The Son,,1
United States,US,2023-05-28,Films,4,Ted,,2
United States,US,2023-05-28,Films,5,A Man Called Otto,,4
United States,US,2023-05-28,Films,6,The Boss Baby,,1
United States,US,2023-05-28,Films,7,Mother's Day,,1
United States,US,2023-05-28,Films,8,Victim/Suspect,,1
United States,US,2023-05-28,Films,9,Dirty Grandpa,,1
United States,US,2023-05-28,Films,10,Anna Nicole Smith: You Don't Know Me,,2
United States,US,2023-05-28,TV,1,FUBAR,1,1
United States,US,2023-05-28,TV,2,S.W.A.T.,1,2
United States,US,2023-05-28,TV,3,All American,5,1
United States,US,2023-05-28,TV,4,Selling Sunset,6,2
United States,US,2023-05-28,TV,5,"XO, Kitty",1,2
United States,US,2023-05-28,TV,6,Queen Charlotte: A Bridgerton Story,Limited,4
United States,US,2023-05-28,TV,7,La Reina del Sur,3,2
United States,US,2023-05-28,TV,8,S.W.A.T.,2,1
United States,US,2023-05-28,TV,9,Maid,Limited,11
United States,US,2023-05-28,TV,10,Firefly Lane,2,10
United States,US,2023-05-21,Films,1,The Mother,,2
United States,US,2023-05-21,Films,2,Ted,,1
United States,US,2023-05-21,Films,3,A Man Called Otto,,3
United States,US,2023-05-21,Films,4,Anna Nicole Smith: You Don't Know Me,,1
United States,US,2023-05-21,Films,5,Missing,,1
United States,US,2023-05-21,Films,6,Faithfully Yours,,1
United States,US,2023-05-21,Films,7,¡Que viva México!,,2
United States,US,2023-05-21,Films,8,The Croods,,3
United States,US,2023-05-21,Films,9,UglyDolls,,1
United States,US,2023-05-21,Films,10,Sing 2,,10
United States,US,2023-05-21,TV,1,Queen Charlotte: A Bridgerton Story,Limited,3
United States,US,2023-05-21,TV,2,"XO, Kitty",1,1
United States,US,2023-05-21,TV,3,S.W.A.T.,1,1
United States,US,2023-05-21,TV,4,Selling Sunset,6,1
United States,US,2023-05-21,TV,5,Firefly Lane,2,9
United States,US,2023-05-21,TV,6,Missing: Dead or Alive?,1,2
United States,US,2023-05-21,TV,7,Queer Eye,7,2
United States,US,2023-05-21,TV,8,McGREGOR FOREVER,Limited,1
United States,US,2023-05-21,TV,9,La Reina del Sur,3,1
United States,US,2023-05-21,TV,10,Muted: Season 1,,1
United States,US,2023-05-14,Films,1,The Mother,,1
United States,US,2023-05-14,Films,2,A Man Called Otto,,2
United States,US,2023-05-14,Films,3,The Croods,,2
United States,US,2023-05-14,Films,4,Pitch Perfect,,2
United States,US,2023-05-14,Films,5,G.I. Joe: Retaliation,,2
United States,US,2023-05-14,Films,6,¡Que viva México!,,1
United States,US,2023-05-14,Films,7,Heat,,2
United States,US,2023-05-14,Films,8,American Gangster,,3
United States,US,2023-05-14,Films,9,Flight,,2
United States,US,2023-05-14,Films,10,The Dilemma,,2
United States,US,2023-05-14,TV,1,Queen Charlotte: A Bridgerton Story: Series,Limited,2
United States,US,2023-05-14,TV,2,Missing: Dead or Alive?: Season 1,1,1
United States,US,2023-05-14,TV,3,Firefly Lane: Season 2,2,8
United States,US,2023-05-14,TV,4,Sweet Tooth: Season 2,2,3
United States,US,2023-05-14,TV,5,The Diplomat: Season 1,1,4
United States,US,2023-05-14,TV,6,The Night Agent: Season 1,1,8
United States,US,2023-05-14,TV,7,Bridgerton: Season 1,1,5
United States,US,2023-05-14,TV,8,Queen Cleopatra: Season 1,1,1
United States,US,2023-05-14,TV,9,Queer Eye: Season 7,7,1
United States,US,2023-05-14,TV,10,Better Call Saul: Season 6,6,4
United States,US,2023-05-07,Films,1,A Man Called Otto,,1
United States,US,2023-05-07,Films,2,Pitch Perfect,,1
United States,US,2023-05-07,Films,3,AKA,,2
United States,US,2023-05-07,Films,4,The Dilemma,,1
United States,US,2023-05-07,Films,5,The Croods,,1
United States,US,2023-05-07,Films,6,Above Suspicion,,1
United States,US,2023-05-07,Films,7,Heat,,1
United States,US,2023-05-07,Films,8,The Glass Castle,,1
United States,US,2023-05-07,Films,9,G.I. Joe: Retaliation,,1
United States,US,2023-05-07,Films,10,Tyler Perry's The Family That Preys,,1
United States,US,2023-05-07,TV,1,Queen Charlotte: A Bridgerton Story,Limited,1
United States,US,2023-05-07,TV,2,Firefly Lane,2,7
United States,US,2023-05-07,TV,3,Sweet Tooth,2,2
United States,US,2023-05-07,TV,4,The Diplomat,1,3
United States,US,2023-05-07,TV,5,The Night Agent,1,7
United States,US,2023-05-07,TV,6,Better Call Saul,6,3
United States,US,2023-05-07,TV,7,BEEF,1,5
United States,US,2023-05-07,TV,8,Sweet Tooth,1,2
United States,US,2023-05-07,TV,9,Workin' Moms,7,2
United States,US,2023-05-07,TV,10,Firefly Lane,1,4
United States,US,2023-04-30,Films,1,Whitney Houston: I Wanna Dance with Somebody,,2
United States,US,2023-04-30,Films,2,AKA,,1
United States,US,2023-04-30,Films,3,A Tourist's Guide to Love,,2
United States,US,2023-04-30,Films,4,Dr. Seuss' The Lorax,,4
United States,US,2023-04-30,Films,5,Sing 2,,30
United States,US,2023-04-30,Films,6,Minions: The Rise of Gru,,9
United States,US,2023-04-30,Films,7,Matilda,,4
United States,US,2023-04-30,Films,8,Shrek Forever After,,8
United States,US,2023-04-30,Films,9,The Last Kingdom: Seven Kings Must Die,,3
United States,US,2023-04-30,Films,10,Murder Mystery 2,,4
United States,US,2023-04-30,TV,1,The Diplomat: Season 1,,2
United States,US,2023-04-30,TV,2,Firefly Lane: Season 2,,6
United States,US,2023-04-30,TV,3,Sweet Tooth: Season 2,,1
United States,US,2023-04-30,TV,4,Better Call Saul: Season 6,,2
United States,US,2023-04-30,TV,5,The Night Agent: Season 1,,6
United States,US,2023-04-30,TV,6,BEEF: Season 1,,4
United States,US,2023-04-30,TV,7,Workin' Moms: Season 7,,1
United States,US,2023-04-30,TV,8,Love Is Blind: Season 4,,6
United States,US,2023-04-30,TV,9,Rough Diamonds: Season 1,,1
United States,US,2023-04-30,TV,10,The Nurse: Limited Series,,1
United States,US,2023-04-23,Films,1,The Snowman,,1
United States,US,2023-04-23,Films,2,Whitney Houston: I Wanna Dance with Somebody,,1
United States,US,2023-04-23,Films,3,The Last Kingdom: Seven Kings Must Die,,2
United States,US,2023-04-23,Films,4,The Mustang,,1
United States,US,2023-04-23,Films,5,Dr. Seuss' The Lorax,,3
United States,US,2023-04-23,Films,6,A Tourist's Guide to Love,,1
United States,US,2023-04-23,Films,7,Matilda,,3
United States,US,2023-04-23,Films,8,The Best Man Holiday,,1
United States,US,2023-04-23,Films,9,Shrek Forever After,,7
United States,US,2023-04-23,Films,10,Sing 2,,29
United States,US,2023-04-23,TV,1,Love Is Blind: Season 4,,5
United States,US,2023-04-23,TV,2,The Diplomat: Season 1,,1
United States,US,2023-04-23,TV,3,BEEF: Season 1,,3
United States,US,2023-04-23,TV,4,The Night Agent: Season 1,,5
United States,US,2023-04-23,TV,5,Better Call Saul: Season 6,,1
United States,US,2023-04-23,TV,6,Florida Man: Limited Series,,2
United States,US,2023-04-23,TV,7,All American: Homecoming: Season 2,,2
United States,US,2023-04-23,TV,8,American Manhunt: The Boston Marathon Bombing: Season 1,,2
United States,US,2023-04-23,TV,9,The Marked Heart: Season 2,,1
United States,US,2023-04-23,TV,10,How to Get Rich: Season 1,,1
United States,US,2023-04-16,Films,1,The Last Kingdom: Seven Kings Must Die,,1
United States,US,2023-04-16,Films,2,The Last Stand,,1
United States,US,2023-04-16,Films,3,Chupa,,2
United States,US,2023-04-16,Films,4,Matilda,,2
United States,US,2023-04-16,Films,5,Dr. Seuss' The Lorax,,2
United States,US,2023-04-16,Films,6,Hunger,,1
United States,US,2023-04-16,Films,7,Murder Mystery 2,,3
United States,US,2023-04-16,Films,8,Shrek Forever After,,6
United States,US,2023-04-16,Films,9,Inside Man,,1
United States,US,2023-04-16,Films,10,Shark Tale,,3
United States,US,2023-04-16,TV,1,BEEF,1,2
United States,US,2023-04-16,TV,2,The Night Agent,1,4
United States,US,2023-04-16,TV,3,Love Is Blind,4,4
United States,US,2023-04-16,TV,4,American Manhunt: The Boston Marathon Bombing,1,1
United States,US,2023-04-16,TV,5,Florida Man,Limited,1
United States,US,2023-04-16,TV,6,All American: Homecoming,2,1
United States,US,2023-04-16,TV,7,Obsession,Limited,1
United States,US,2023-04-16,TV,8,Hoarders,12,2
United States,US,2023-04-16,TV,9,Hatfields & McCoys,1,1
United States,US,2023-04-16,TV,10,Transatlantic,Limited,2
United States,US,2023-04-09,Films,1,Murder Mystery 2,,2
United States,US,2023-04-09,Films,2,The Bourne Legacy,,2
United States,US,2023-04-09,Films,3,Shark Tale,,2
United States,US,2023-04-09,Films,4,Chupa,,1
United States,US,2023-04-09,Films,5,Matilda,,1
United States,US,2023-04-09,Films,6,Over the Hedge,,1
United States,US,2023-04-09,Films,7,Murder Mystery,,2
United States,US,2023-04-09,Films,8,Hotel Transylvania,,1
United States,US,2023-04-09,Films,9,The Thing,,2
United States,US,2023-04-09,Films,10,Dr. Seuss' The Lorax,,1
United States,US,2023-04-09,TV,1,The Night Agent: Season 1,,3
United States,US,2023-04-09,TV,2,Love Is Blind: Season 4,,3
United States,US,2023-04-09,TV,3,BEEF: Season 1,,1
United States,US,2023-04-09,TV,4,Unstable: Season 1,,2
United States,US,2023-04-09,TV,5,Emergency: NYC: Season 1,,2
United States,US,2023-04-09,TV,6,Hoarders: Season 12,,1
United States,US,2023-04-09,TV,7,Shadow and Bone: Season 2,,4
United States,US,2023-04-09,TV,8,Surviving R. Kelly Part III: The Final Chapter: Season 1,,1
United States,US,2023-04-09,TV,9,Transatlantic: Limited Series,,1
United States,US,2023-04-09,TV,10,You: Season 4,,8
United States,US,2023-04-02,Films,1,Murder Mystery 2,,1
United States,US,2023-04-02,Films,2,I See You,,2
United States,US,2023-04-02,Films,3,Murder Mystery,,1
United States,US,2023-04-02,Films,4,Minions: The Rise of Gru,,8
United States,US,2023-04-02,Films,5,Dragged Across Concrete,,3
United States,US,2023-04-02,Films,6,The Bourne Legacy,,1
United States,US,2023-04-02,Films,7,Diary of a Mad Black Woman,,1
United States,US,2023-04-02,Films,8,Sing 2,,28
United States,US,2023-04-02,Films,9,Shark Tale,,1
United States,US,2023-04-02,Films,10,The Thing,,1
United States,US,2023-04-02,TV,1,The Night Agent,1,2
United States,US,2023-04-02,TV,2,Love Is Blind,4,2
United States,US,2023-04-02,TV,3,Emergency: NYC,1,1
United States,US,2023-04-02,TV,4,Who Were We Running From?,1,2
United States,US,2023-04-02,TV,5,Shadow and Bone,2,3
United States,US,2023-04-02,TV,6,Unstable,1,1
United States,US,2023-04-02,TV,7,Waco: American Apocalypse,Limited,2
United States,US,2023-04-02,TV,8,Unseen,1,1
United States,US,2023-04-02,TV,9,You,4,7
United States,US,2023-04-02,TV,10,Outer Banks,3,6
United States,US,2023-03-26,Films,1,I See You,,1
United States,US,2023-03-26,Films,2,Dragged Across Concrete,,2
United States,US,2023-03-26,Films,3,Luther: The Fallen Sun,,3
United States,US,2023-03-26,Films,4,Riddick,,2
United States,US,2023-03-26,Films,5,Minions: The Rise of Gru,,7
United States,US,2023-03-26,Films,6,The Chronicles of Riddick,,1
United States,US,2023-03-26,Films,7,The Magician's Elephant,,1
United States,US,2023-03-26,Films,8,Sing 2,,27
United States,US,2023-03-26,Films,9,The Hunger Games: Catching Fire,,4
United States,US,2023-03-26,Films,10,Pitch Black,,1
United States,US,2023-03-26,TV,1,The Night Agent,1,1
United States,US,2023-03-26,TV,2,Love Is Blind,4,1
United States,US,2023-03-26,TV,3,Shadow and Bone,2,2
United States,US,2023-03-26,TV,4,Waco: American Apocalypse,Limited,1
United States,US,2023-03-26,TV,5,You,4,6
United States,US,2023-03-26,TV,6,Outer Banks,3,5
United States,US,2023-03-26,TV,7,Shadow and Bone,1,2
United States,US,2023-03-26,TV,8,The Glory,1,3
United States,US,2023-03-26,TV,9,Who Were We Running From?,1,1
United States,US,2023-03-26,TV,10,Wednesday,1,13
United States,US,2023-03-19,Films,1,Luther: The Fallen Sun,,2
United States,US,2023-03-19,Films,2,Dragged Across Concrete,,1
United States,US,2023-03-19,Films,3,Money Shot: The Pornhub Story,,1
United States,US,2023-03-19,Films,4,The Hunger Games: Catching Fire,,3
United States,US,2023-03-19,Films,5,Kick-Ass 2,,1
United States,US,2023-03-19,Films,6,The Hunger Games,,3
United States,US,2023-03-19,Films,7,Turbo,,2
United States,US,2023-03-19,Films,8,World War Z,,2
United States,US,2023-03-19,Films,9,Minions: The Rise of Gru,,6
United States,US,2023-03-19,Films,10,Riddick,,1
United States,US,2023-03-19,TV,1,You,4,5
United States,US,2023-03-19,TV,2,Shadow and Bone,2,1
United States,US,2023-03-19,TV,3,The Glory,1,2
United States,US,2023-03-19,TV,4,Outlast,1,1
United States,US,2023-03-19,TV,5,Outer Banks,3,4
United States,US,2023-03-19,TV,6,MH370: The Plane That Disappeared,Limited,2
United States,US,2023-03-19,TV,7,Shadow and Bone,1,1
United States,US,2023-03-19,TV,8,Perfect Match,1,5
United States,US,2023-03-19,TV,9,Sex/Life,2,3
United States,US,2023-03-19,TV,10,Wednesday,1,12
United States,US,2023-03-12,Films,1,Luther: The Fallen Sun,,1
United States,US,2023-03-12,Films,2,The Hunger Games,,2
United States,US,2023-03-12,Films,3,The Hunger Games: Catching Fire,,2
United States,US,2023-03-12,Films,4,Turbo,,1
United States,US,2023-03-12,Films,5,This Is Where I Leave You,,2
United States,US,2023-03-12,Films,6,World War Z,,1
United States,US,2023-03-12,Films,7,Burlesque,,1
United States,US,2023-03-12,Films,8,The Hunger Games: Mockingjay - Part 1,,1
United States,US,2023-03-12,Films,9,The Hunger Games: Mockingjay - Part 2,,1
United States,US,2023-03-12,Films,10,Rango,,1
United States,US,2023-03-12,TV,1,You,4,4
United States,US,2023-03-12,TV,2,MH370: The Plane That Disappeared,Limited,1
United States,US,2023-03-12,TV,3,Outer Banks,3,3
United States,US,2023-03-12,TV,4,Chris Rock: Selective Outrage,Limited,2
United States,US,2023-03-12,TV,5,Sex/Life,2,2
United States,US,2023-03-12,TV,6,The Glory,1,1
United States,US,2023-03-12,TV,7,Murdaugh Murders: A Southern Scandal,Limited,3
United States,US,2023-03-12,TV,8,Perfect Match,1,4
United States,US,2023-03-12,TV,9,Next in Fashion,2,1
United States,US,2023-03-12,TV,10,Wrong Side of the Tracks: Season 2,2,2
United States,US,2023-03-05,Films,1,We Have a Ghost,,2
United States,US,2023-03-05,Films,2,R.I.P.D.,,1
United States,US,2023-03-05,Films,3,This Is Where I Leave You,,1
United States,US,2023-03-05,Films,4,The Hangover: Part III,,1
United States,US,2023-03-05,Films,5,The Hunger Games,,1
United States,US,2023-03-05,Films,6,Magic Mike XXL,,1
United States,US,2023-03-05,Films,7,Minions: The Rise of Gru,,5
United States,US,2023-03-05,Films,8,The Strays,,2
United States,US,2023-03-05,Films,9,The Hunger Games: Catching Fire,,1
United States,US,2023-03-05,Films,10,The Hangover: Part II,,1
United States,US,2023-03-05,TV,1,Outer Banks,3,2
United States,US,2023-03-05,TV,2,Murdaugh Murders: A Southern Scandal,Limited,2
United States,US,2023-03-05,TV,3,Perfect Match,1,3
United States,US,2023-03-05,TV,4,Outer Banks,1,6
United States,US,2023-03-05,TV,5,Outer Banks,2,7
United States,US,2023-03-05,TV,6,Sex/Life,2,1
United States,US,2023-03-05,TV,7,Chris Rock: Selective Outrage,Limited,1
United States,US,2023-03-05,TV,8,Wrong Side of the Tracks,2,1
United States,US,2023-03-05,TV,9,Triptych,1,2
United States,US,2023-03-05,TV,10,Married at First Sight,12,1
United States,US,2023-02-26,Films,1,We Have a Ghost,,1
United States,US,2023-02-26,Films,2,The Woman King,,2
United States,US,2023-02-26,Films,3,2 Guns,,2
United States,US,2023-02-26,Films,4,The Strays,,1
United States,US,2023-02-26,Films,5,Your Place or Mine,,3
United States,US,2023-02-26,Films,6,Minions: The Rise of Gru,,4
United States,US,2023-02-26,Films,7,47 Meters Down: Uncaged,,2
United States,US,2023-02-26,Films,8,Sing 2,,26
United States,US,2023-02-26,Films,9,You People,,5
United States,US,2023-02-26,Films,10,"Lyle, Lyle, Crocodile",,4
United States,US,2023-02-26,TV,1,Outer Banks,3,1
United States,US,2023-02-26,TV,2,Murdaugh Murders: A Southern Scandal,Limited,1
United States,US,2023-02-26,TV,3,Perfect Match,1,2
United States,US,2023-02-26,TV,4,Outer Banks,1,5
United States,US,2023-02-26,TV,5,Outer Banks,2,6
United States,US,2023-02-26,TV,6,You,4,3
United States,US,2023-02-26,TV,7,Triptych,1,1
United States,US,2023-02-26,TV,8,Full Swing,1,2
United States,US,2023-02-26,TV,9,Physical: 100,1,4
United States,US,2023-02-26,TV,10,New Amsterdam,4,3
United States,US,2023-02-19,Films,1,Your Place or Mine,,2
United States,US,2023-02-19,Films,2,The Woman King,,1
United States,US,2023-02-19,Films,3,2 Guns,,1
United States,US,2023-02-19,Films,4,Minions: The Rise of Gru,,3
United States,US,2023-02-19,Films,5,47 Meters Down: Uncaged,,1
United States,US,2023-02-19,Films,6,"Lyle, Lyle, Crocodile",,3
United States,US,2023-02-19,Films,7,You People,,4
United States,US,2023-02-19,Films,8,Tyler Perry's I Can Do Bad All by Myself,,2
United States,US,2023-02-19,Films,9,Sing 2,,25
United States,US,2023-02-19,Films,10,Trolls,,7
United States,US,2023-02-19,TV,1,You,4,2
United States,US,2023-02-19,TV,2,Perfect Match,1,1
United States,US,2023-02-19,TV,3,Full Swing,1,1
United States,US,2023-02-19,TV,4,Physical: 100,1,3
United States,US,2023-02-19,TV,5,New Amsterdam,4,2
United States,US,2023-02-19,TV,6,My Lover My Killer,2,1
United States,US,2023-02-19,TV,7,Love Is Blind,3,8
United States,US,2023-02-19,TV,8,New Amsterdam,1,7
United States,US,2023-02-19,TV,9,New Amsterdam,2,6
United States,US,2023-02-19,TV,10,Ginny & Georgia,2,7
United States,US,2023-02-12,Films,1,Your Place or Mine,,1
United States,US,2023-02-12,Films,2,Minions: The Rise of Gru,,2
United States,US,2023-02-12,Films,3,"Lyle, Lyle, Crocodile",,2
United States,US,2023-02-12,Films,4,You People,,3
United States,US,2023-02-12,Films,5,Tyler Perry's I Can Do Bad All by Myself,,1
United States,US,2023-02-12,Films,6,Enough,,1
United States,US,2023-02-12,Films,7,True Spirit,,1
United States,US,2023-02-12,Films,8,Bad Boys II,,2
United States,US,2023-02-12,Films,9,The Lord of the Rings: The Fellowship of the Ring,,1
United States,US,2023-02-12,Films,10,"Pamela, a love story",,2
United States,US,2023-02-12,TV,1,You,4,1
United States,US,2023-02-12,TV,2,New Amsterdam,1,6
United States,US,2023-02-12,TV,3,New Amsterdam,4,1
United States,US,2023-02-12,TV,4,Ginny & Georgia,2,6
United States,US,2023-02-12,TV,5,New Amsterdam,2,5
United States,US,2023-02-12,TV,6,New Amsterdam,3,2
United States,US,2023-02-12,TV,7,Physical: 100,1,2
United States,US,2023-02-12,TV,8,Love Is Blind,3,7
United States,US,2023-02-12,TV,9,You,1,4
United States,US,2023-02-12,TV,10,Ginny & Georgia: Season 1,1,6
United States,US,2023-02-05,Films,1,You People,,2
United States,US,2023-02-05,Films,2,Minions: The Rise of Gru,,1
United States,US,2023-02-05,Films,3,"Pamela, a love story",,1
United States,US,2023-02-05,Films,4,Viking Wolf,,1
United States,US,2023-02-05,Films,5,Flushed Away,,1
United States,US,2023-02-05,Films,6,"Lyle, Lyle, Crocodile",,1
United States,US,2023-02-05,Films,7,Arctic,,1
United States,US,2023-02-05,Films,8,Bad Boys II,,1
United States,US,2023-02-05,Films,9,Sing 2,,24
United States,US,2023-02-05,Films,10,Glass Onion: A Knives Out Mystery,,7
United States,US,2023-02-05,TV,1,New Amsterdam,1,5
United States,US,2023-02-05,TV,2,Ginny & Georgia,2,5
United States,US,2023-02-05,TV,3,Lockwood & Co.,1,2
United States,US,2023-02-05,TV,4,Ginny & Georgia,1,5
United States,US,2023-02-05,TV,5,The Snow Girl,1,1
United States,US,2023-02-05,TV,6,New Amsterdam,2,4
United States,US,2023-02-05,TV,7,New Amsterdam,3,1
United States,US,2023-02-05,TV,8,Wednesday,1,11
United States,US,2023-02-05,TV,9,Physical: 100,1,1
United States,US,2023-02-05,TV,10,That '90s Show,1,3
United States,US,2023-01-29,Films,1,You People,,1
United States,US,2023-01-29,Films,2,Narvik,,1
United States,US,2023-01-29,Films,3,Sing 2,,23
United States,US,2023-01-29,Films,4,Glass Onion: A Knives Out Mystery,,6
United States,US,2023-01-29,Films,5,JUNG_E,,2
United States,US,2023-01-29,Films,6,Trolls,,6
United States,US,2023-01-29,Films,7,All Quiet on the Western Front,,3
United States,US,2023-01-29,Films,8,The Pez Outlaw,,1
United States,US,2023-01-29,Films,9,The Bad Guys,,6
United States,US,2023-01-29,Films,10,Dog Gone,,3
United States,US,2023-01-29,TV,1,Ginny & Georgia,2,4
United States,US,2023-01-29,TV,2,That '90s Show,1,2
United States,US,2023-01-29,TV,3,Ginny & Georgia,1,4
United States,US,2023-01-29,TV,4,New Amsterdam,1,4
United States,US,2023-01-29,TV,5,Wednesday,1,10
United States,US,2023-01-29,TV,6,New Amsterdam,2,3
United States,US,2023-01-29,TV,7,Women at War,Limited,1
United States,US,2023-01-29,TV,8,Lockwood & Co.,1,1
United States,US,2023-01-29,TV,9,Vikings: Valhalla,2,3
United States,US,2023-01-29,TV,10,The Walking Dead,11,4
United States,US,2023-01-22,Films,1,Dog Gone,,2
United States,US,2023-01-22,Films,2,The Hatchet Wielding Hitchhiker,,2
United States,US,2023-01-22,Films,3,Glass Onion: A Knives Out Mystery,,5
United States,US,2023-01-22,Films,4,JUNG_E,,1
United States,US,2023-01-22,Films,5,The Pale Blue Eye,,3
United States,US,2023-01-22,Films,6,Trolls,,5
United States,US,2023-01-22,Films,7,Sing 2,,22
United States,US,2023-01-22,Films,8,The Wedding Year,,1
United States,US,2023-01-22,Films,9,Transformers: Dark of the Moon,,4
United States,US,2023-01-22,Films,10,Transformers: Revenge of the Fallen,,3
United States,US,2023-01-22,TV,1,Ginny & Georgia,2,3
United States,US,2023-01-22,TV,2,That '90s Show,1,1
United States,US,2023-01-22,TV,3,Ginny & Georgia,1,3
United States,US,2023-01-22,TV,4,Vikings: Valhalla,2,2
United States,US,2023-01-22,TV,5,New Amsterdam,1,3
United States,US,2023-01-22,TV,6,Wednesday,1,9
United States,US,2023-01-22,TV,7,The Walking Dead,11,3
United States,US,2023-01-22,TV,8,New Amsterdam,2,2
United States,US,2023-01-22,TV,9,Vikings: Valhalla,1,4
United States,US,2023-01-22,TV,10,Love Island USA,2,2
United States,US,2023-01-15,Films,1,The Hatchet Wielding Hitchhiker,,1
United States,US,2023-01-15,Films,2,The Pale Blue Eye,,2
United States,US,2023-01-15,Films,3,Glass Onion: A Knives Out Mystery,,4
United States,US,2023-01-15,Films,4,Dog Gone,,1
United States,US,2023-01-15,Films,5,Transformers: Dark of the Moon,,3
United States,US,2023-01-15,Films,6,Life,,3
United States,US,2023-01-15,Films,7,Trolls,,4
United States,US,2023-01-15,Films,8,Daddy Day Care,,1
United States,US,2023-01-15,Films,9,Transformers: Revenge of the Fallen,,2
United States,US,2023-01-15,Films,10,Leap Year,,1
United States,US,2023-01-15,TV,1,Ginny & Georgia,2,2
United States,US,2023-01-15,TV,2,Ginny & Georgia,1,2
United States,US,2023-01-15,TV,3,New Amsterdam,1,2
United States,US,2023-01-15,TV,4,The Walking Dead,11,2
United States,US,2023-01-15,TV,5,Vikings: Valhalla,2,1
United States,US,2023-01-15,TV,6,Wednesday,1,8
United States,US,2023-01-15,TV,7,Kaleidoscope,Limited,2
United States,US,2023-01-15,TV,8,Love Island USA,2,1
United States,US,2023-01-15,TV,9,The Circle,5,3
United States,US,2023-01-15,TV,10,New Amsterdam,2,1
United States,US,2023-01-08,Films,1,Glass Onion: A Knives Out Mystery,,3
United States,US,2023-01-08,Films,2,The Pale Blue Eye,,1
United States,US,2023-01-08,Films,3,White Noise,,2
United States,US,2023-01-08,Films,4,Trolls,,3
United States,US,2023-01-08,Films,5,Roald Dahl's Matilda The Musical,,2
United States,US,2023-01-08,Films,6,No Escape,,1
United States,US,2023-01-08,Films,7,Life,,2
United States,US,2023-01-08,Films,8,King Kong,,1
United States,US,2023-01-08,Films,9,Sing 2,,21
United States,US,2023-01-08,Films,10,The Longest Yard,,3
United States,US,2023-01-08,TV,1,Ginny & Georgia,2,1
United States,US,2023-01-08,TV,2,Kaleidoscope,Limited,1
United States,US,2023-01-08,TV,3,Wednesday,1,7
United States,US,2023-01-08,TV,4,Ginny & Georgia,1,1
United States,US,2023-01-08,TV,5,New Amsterdam,1,1
United States,US,2023-01-08,TV,6,MADOFF: The Monster of Wall Street,Limited,1
United States,US,2023-01-08,TV,7,Emily in Paris,3,3
United States,US,2023-01-08,TV,8,The Recruit,1,4
United States,US,2023-01-08,TV,9,The Circle,5,2
United States,US,2023-01-08,TV,10,The Walking Dead,11,1
United States,US,2023-01-01,Films,1,Glass Onion: A Knives Out Mystery,,2
United States,US,2023-01-01,Films,2,Roald Dahl's Matilda The Musical,,1
United States,US,2023-01-01,Films,3,The Invitation,,2
United States,US,2023-01-01,Films,4,Trolls,,2
United States,US,2023-01-01,Films,5,White Noise,,1
United States,US,2023-01-01,Films,6,After Ever Happy,,1
United States,US,2023-01-01,Films,7,Bullet Train,,5
United States,US,2023-01-01,Films,8,Sing 2,,20
United States,US,2023-01-01,Films,9,Side Effects,,1
